iso_a3,name,continent,mean,geometry,mean_emissions,mean_methane_emissions,renewable_below_50,mean_oxide_emissions
DJI,Djibouti,Africa,28.7925,"list(c(42.7796423683448, 42.3515600000001, 42.0000000000001, 41.6617600000001, 41.7395900000002, 41.7555700000002, 42.3141400000001, 42.5549300000001, 42.776851841001, 43.1453048032422, 42.7158736508965, 43.2863814633989, 43.3178524106647, 43.0812260272002, 42.7796423683448, 12.4554157576957, 12.5422300000001, 12.1000000000001, 11.6312, 11.3551100000001, 11.0509100000001, 11.0342, 11.1051100000002, 10.9268785669344, 11.4620396997489, 11.7356405705183, 11.9749282902459, 12.390148423711, 12.6996385767071, 
12.4554157576957))",0.4383872973348541,645.81744275,TRUE,258.587446375
DZA,Algeria,Africa,0.12625,"list(c(11.560669386449, 10.7713635596229, 10.3038468766784, 9.94826134607798, 9.91069257980178, 9.31941084151816, 9.71628584151975, 9.62905602381108, 9.75612837081679, 9.68388471847277, 9.85999799972345, 9.80563439295242, 9.48213992680527, 9.05560265466815, 8.43910281742612, 8.43047285323337, 7.61264163578218, 7.52448164229224, 8.1409814795343, 8.37636762862377, 8.21782433435232, 8.42096438969168, 7.73707848474101, 7.33038496260397, 6.26181969567261, 5.32012007001779, 4.81575809084913, 3.16169884605083, 
1.46691857260655, 0.503876580415209, -0.127454392894606, -1.20860287108906, -2.16991370279862, -1.79298580566169, -1.73345455566147, -1.38804928222257, -1.12455115396631, -1.30789913573787, -2.61660478352957, -3.06898027181265, -3.64749793132015, -3.6904410465547, -4.85964616537447, -5.24212927898279, -6.06063229005378, -7.05922766766193, -8.67411617678297, -8.66558956545481, -8.66512447756419, -8.68439978680906, -4.92333736817423, -1.55005489745761, 1.82322757325903, 2.06099083823392, 2.68358849448643, 
3.1466610042539, 3.15813317222271, 4.26741946780004, 5.67756595218069, 8.57289310062978, 11.9995056494716, 11.560669386449, 24.0979092473254, 24.5625320500616, 24.3793132593708, 24.9369536402324, 25.3654546167966, 26.0943248560573, 26.5122063257855, 27.1409534774808, 27.688258571884, 28.144173895779, 28.9599897323709, 29.4246383733233, 30.3075560572461, 32.1026919622012, 32.5062848984008, 32.7483373072559, 33.3441148951489, 34.0973764104514, 34.6551459823938, 35.4798760035559, 36.4331769882603, 36.9464273137832, 
36.8857075058402, 37.1183806422344, 37.1106550156067, 36.7165188665166, 36.8650369329235, 36.7839049342252, 36.6056470810344, 36.3012728948353, 35.8886624212008, 35.7148487411871, 35.1683963079167, 34.5279186060912, 33.919712836232, 32.8640150009412, 32.6515215113571, 32.262888902306, 32.0943462183861, 31.7244979924731, 31.6372940129806, 30.8969516057511, 30.5011876490437, 30.0004430201355, 29.7316997340016, 29.5792284205244, 28.8412889673964, 27.6564258895922, 27.5894790715581, 27.3957441268958, 
24.9745740829408, 22.7926659204972, 20.6108094344859, 20.1422333846794, 19.85623017016, 19.6935785995213, 19.05736420336, 19.1552652043369, 19.6012069767996, 21.565660712159, 23.4716684025963, 24.0979092473254))",3.828691797603835,88677.9396825,TRUE,11868.03059375
EGY,Egypt,Africa,5.31125,"list(c(34.26544, 33.7734, 32.99392, 32.19247, 31.96041, 31.68796, 30.97693, 30.09503, 29.68342, 28.91353, 28.45048, 27.45762, 26.49533, 25.16482, 24.80287, 24.95762, 24.70007, 25, 25, 25, 29.02, 32.9, 36.86623, 36.69069, 35.52598, 35.49372, 35.69241, 34.79507, 34.47387, 34.10455, 33.34876, 32.73482, 32.32046, 32.42323, 33.13676, 33.58811, 33.92136, 34.15451, 34.42655, 34.64174, 34.9226, 34.26544, 31.2193599999999, 30.9674599999999, 31.0240699999999, 31.2603399999999, 30.9335999999999, 31.4295999999999, 
31.5558599999999, 31.4733999999999, 31.1868599999999, 30.8700499999999, 31.0257699999999, 31.3212599999999, 31.5856799999999, 31.5691499999999, 31.0892899999999, 30.6615999999999, 30.0441899999999, 29.2386545295333, 25.6824999963608, 21.9999999999999, 21.9999999999999, 21.9999999999999, 21.9999999999999, 22.2048499999999, 23.1024399999999, 23.7523699999998, 23.9267099999998, 25.0337499999998, 25.5985599999998, 26.1422699999998, 27.6998899999998, 28.7052299999999, 29.7604299999999, 29.8510799999999, 
28.4176499999999, 27.9713599999999, 27.6486999999998, 27.8232999999998, 28.3439899999999, 29.0994199999999, 29.5013299999999, 31.2193599999999))",2.2966728991153937,65713.50451125001,TRUE,22382.45629125
ERI,Eritrea,Africa,80.51625,"list(c(42.7796423683448, 43.0812260272002, 42.5895764503753, 42.2768306821449, 41.7349516131324, 41.1792749366977, 39.8142936541402, 39.266110060388, 38.99062299984, 38.4100899594732, 37.9040000000001, 37.1674700000001, 36.8525300000001, 36.7538603045186, 36.3231889177981, 36.4295100000001, 37.5937700000001, 37.9060700000001, 38.5129500000001, 39.0994, 39.3406100000001, 40.0262187029692, 40.8966, 41.1551937192498, 41.59856, 42.00975, 42.3515600000001, 42.7796423683448, 12.4554157576957, 12.6996385767071, 
13.0004212508619, 13.3439920109544, 13.9210368921415, 14.4910796167532, 15.4356472844003, 15.9227234969672, 16.8406261255516, 17.9983073999703, 17.42754, 17.2631400000001, 16.95655, 16.2918740910442, 14.822480577041, 14.42211, 14.2131, 14.9594300000001, 14.50547, 14.74064, 14.53155, 14.5195791691623, 14.1186400000001, 13.7733198104352, 13.4520900000001, 12.8658199999999, 12.5422300000001, 12.4554157576957))",0.18247894039284276,3601.705233375,FALSE,1676.915382875
ETH,Ethiopia,Africa,91.01,"list(c(37.5937700000001, 36.4295100000001, 36.2702200000001, 35.8636300000002, 35.2604900000001, 34.8316300000001, 34.7311500000001, 34.2574500000001, 33.9616200000001, 33.9749800000001, 33.8255000000002, 33.2948000000001, 32.9541800000002, 33.5682900000001, 34.0751000000002, 34.2503200000001, 34.70702, 35.2980071182331, 35.8174476623536, 35.8174476623536, 36.1590786328557, 36.8550932380083, 38.1209150000001, 38.4369700000002, 38.6711400000001, 38.8925100000001, 39.5593842587659, 39.8549400000001, 
40.7684800000001, 41.1718000000001, 41.8550830926441, 42.1286100000001, 42.7696700000001, 43.66087, 44.9636000000001, 47.7894200000001, 46.9483400000001, 43.67875, 43.2969900000001, 42.9281200000001, 42.55876, 42.776851841001, 42.5549300000001, 42.3141400000001, 41.7555700000002, 41.7395900000002, 41.6617600000001, 42.0000000000001, 42.3515600000001, 42.00975, 41.59856, 41.1552, 40.8966, 40.0262500000001, 39.3406100000001, 39.0994, 38.5129500000001, 37.9060700000001, 37.5937700000001, 14.2131, 14.42211, 
13.5633300000001, 12.5782800000001, 12.08286, 11.3189600000001, 10.9101700000001, 10.63009, 9.5835800000001, 8.68456000000015, 8.37916000000007, 8.35458000000005, 7.7849700000001, 7.71334000000002, 7.22595000000007, 6.82607000000007, 6.59422000000012, 5.50600000000003, 5.33823208279085, 4.77696566346203, 4.44786412767286, 4.44786412767286, 3.59860500000008, 3.5885100000001, 3.61607000000009, 3.50074000000006, 3.42206000000022, 3.83879000000013, 4.25702000000013, 3.91909000000004, 3.91891192048376, 
4.23413000000016, 4.25259000000023, 4.95755000000008, 5.00162000000012, 8.00299999999998, 7.99688000000009, 9.18358000000012, 9.54048000000017, 10.0219400000001, 10.5725800000001, 10.9268785669344, 11.1051100000002, 11.0342, 11.0509100000001, 11.3551100000001, 11.6312, 12.1000000000001, 12.5422300000001, 12.8658199999999, 13.4520900000001, 13.77333, 14.1186400000001, 14.51959, 14.53155, 14.74064, 14.50547, 14.9594300000001, 14.2131))",0.13101492367813,80206.70870375,FALSE,44865.7397925
GAB,Gabon,Africa,83.97375,"list(c(11.8551216976481, 11.4780387712143, 11.8209635759032, 12.4957027523382, 12.5752844580676, 13.1096187679656, 13.9924072608077, 14.2992102393246, 14.4254557634136, 14.3164184912777, 13.8433207536457, 14.276265903387, 14.0266687354172, 13.2826314632788, 13.0031136410121, 13.0758223812468, 12.9513338558556, 12.3593803239522, 11.7516654801998, 11.2764490088437, 11.2850789730365, 9.83028405115565, 9.49288862472199, 9.29135053878369, 9.04841963057959, 8.83008670414643, 8.79799563969317, 9.40524539555497, 
10.0661352881357, 11.0937728206919, 11.8551216976481, -3.42687061932105, -2.76561899171424, -2.51416147218198, -2.39168832765024, -1.94851124431513, -2.42874032960351, -2.4708049454891, -1.99827564861221, -1.33340667074497, -0.552627455247048, 0.038757635901149, 1.19692983642662, 1.39567739502115, 1.31418366129688, 1.83089630778332, 2.26709707275902, 2.32161570882694, 2.19281220133945, 2.32675751383999, 2.26105093018087, 1.05766185140001, 1.0678937849938, 1.01011953369149, 0.268666083167687, -0.459351494960217, 
-0.779073581550037, -1.1113013647545, -2.14431324626904, -2.96948251710568, -3.97882659263055, -3.42687061932105))",2.7981320401548686,7921.152583375,FALSE,549.483956125
GHA,Ghana,Africa,44.95375,"list(c(0.836931186536333, 0.570384148774849, 0.490957472342245, 0.712029249686878, 0.461191847342121, 0.365900506195885, 0.367579990245389, -0.0497847151599444, 0.0238025244237008, -0.438701544588582, -0.761575893548184, -1.20335771321143, -2.94040930827046, -2.96389624674711, -2.82749630371271, -2.56218950032624, -2.98358496745033, -3.24437008301126, -2.81070146321784, -2.8561250472024, -1.96470659016759, -1.06362464029419, -0.507637905265938, 1.06012169760493, 0.836931186536333, 6.27997874595215, 
6.91435862876719, 7.41174428957648, 8.31246450442383, 8.67722260175601, 9.46500397382948, 10.1912128768272, 10.7069178328839, 11.0186817489008, 11.0983409692787, 10.9369296330151, 11.0098192407627, 10.9626903345126, 10.3953347843801, 9.64246084231978, 8.21962779381148, 7.37970490155551, 6.2504715031135, 5.38905121502411, 4.99447581625951, 4.71046214438337, 5.00054779705381, 5.34347260174267, 5.92883738852888, 6.27997874595215))",0.5078842916432018,9969.534346,TRUE,5172.269482625
GIN,Guinea,Africa,74.79875,"list(c(-8.28070349774494, -8.2217923649322, -8.29904863120857, -8.20349890790088, -7.83210038901919, -8.07911373537435, -8.30961646161225, -8.22933712404682, -8.02994361004862, -8.33537716310974, -8.28235714357828, -8.40731075686003, -8.62032101076713, -8.58130530438678, -8.37630489748492, -8.78609900555947, -8.90526485842453, -9.12747351727959, -9.32761633954601, -9.56791174970321, -9.89099280439202, -10.1652137923488, -10.5932238428063, -10.8708296370782, -11.0365559554383, -11.2975736149445, -11.4561685856483, 
-11.5139428369506, -11.6583009505579, -12.2035648258856, -12.2785990055734, -12.4990506657306, -13.2178181624782, -13.7004760400843, -13.7187436588995, -13.8282718571421, -13.7431607731574, -13.9007997298638, -14.1214064193178, -14.3821915348787, -14.6856872217289, -15.1303112451682, -14.8395537988779, -14.6932319808435, -14.5796988590983, -14.3300758529124, -14.0740449691223, -13.6851539779098, -13.2465502588325, -12.7119575667731, -12.5967191227622, -12.4259285140376, -12.150338100625, -11.9172773909887, 
-11.1174812484073, -10.8391519840833, -10.622395188835, -10.6547704736659, -10.4943151513996, -10.5054772607747, -10.2300935530913, -10.0165665348613, -9.75534216962584, -9.33727983238458, -9.40334815106975, -9.20878638349085, -8.926064622422, -8.72212358238213, -8.4392984684487, -8.28070349774494, 7.68717967369216, 8.12332876223557, 8.3164435897103, 8.45545319257545, 8.57570425051863, 9.37622386315203, 9.78953196862244, 10.1290202905639, 10.2065349390017, 10.4948119165419, 10.7925973576238, 10.9092569035228, 
10.8108908146552, 11.1362456323648, 11.3936459416106, 11.8125609399847, 12.0883580591264, 12.3080604110153, 12.3342862004034, 12.1942430688925, 12.060478623905, 11.8440835636827, 11.923975328006, 12.1778874780721, 12.2112446151165, 12.0779710962358, 12.0768342147253, 12.4429875757294, 12.3865827498828, 12.4656476912894, 12.3544400089973, 12.332089952031, 12.575873521368, 12.5861829696102, 12.2471855737755, 12.142644151249, 11.8112690291774, 11.6787189803487, 11.6771170109477, 11.5092719588637, 11.5278237980565, 
11.0404116886795, 10.8765715600981, 10.656300767454, 10.2144672713585, 10.015719712764, 9.88616689700825, 9.49474376061346, 8.90304861087151, 9.34271169681077, 9.62018830000197, 9.83583405195595, 9.85857168216438, 10.0469839543006, 10.0458729110063, 9.68824616133037, 9.26791006106828, 8.9771784529942, 8.71554067630044, 8.34889638918961, 8.40620555260129, 8.42850393313523, 8.54105520266693, 7.92853445071135, 7.52690521893891, 7.31392080324795, 7.30903738039637, 7.71167430259851, 7.68604279218174, 
7.68717967369216))",0.2490490509081315,14461.68745875,FALSE,5895.669412625
GMB,Gambia,Africa,51.30625,"list(c(-15.9312959456922, -15.691000535535, -15.5118125065629, -15.1411632959495, -14.7121972314946, -14.2777017887846, -13.8449633447724, -14.0469923568175, -14.3767138330558, -14.6870308089685, -15.0817353988138, -15.3987703109245, -15.6245963200399, -16.7137288070235, -16.8415246240813, -15.9312959456922, 13.1302841252113, 13.2703530949384, 13.2785696476729, 13.5095116235852, 13.2982066919438, 13.2805850285322, 13.505041612192, 13.7940678980004, 13.6256802433774, 13.6303569604998, 13.876491807506, 
13.8603687606309, 13.6235873478695, 13.5949586043798, 13.1513939478025, 13.1302841252113))",0.23866231918759626,1257.523394875,FALSE,334.009575
GNB,Guinea-Bissau,Africa,87.03,"list(c(-14.6856872217289, -14.3821915348787, -14.1214064193178, -13.9007997298638, -13.7431607731574, -13.8282718571421, -13.7187436588995, -13.7004760400843, -15.548476935274, -15.8165742660043, -16.1477168441306, -16.6774519515546, -16.6138382634033, -16.3089473128812, -16.3147867497302, -16.0852141992736, -15.6641804671755, -15.1303112451682, -14.6856872217289, 11.5278237980565, 11.5092719588637, 11.6771170109477, 11.6787189803487, 11.8112690291774, 12.142644151249, 12.2471855737755, 12.5861829696102, 
12.6281700708473, 12.5155671248833, 12.5477615422012, 12.384851589401, 12.1709111597127, 11.9587018905061, 11.8065147974065, 11.5245940210382, 11.4584740259208, 11.0404116886795, 11.5278237980565))",0.1578615536965809,1203.299852625,FALSE,743.445754875
GNQ,Eq. Guinea,Africa,5.19625,"list(c(9.83028405115565, 11.2850789730365, 11.2764490088437, 9.64915815597263, 9.30561323409626, 9.49288862472199, 9.83028405115565, 1.0678937849938, 1.05766185140001, 2.26105093018087, 2.28386607503773, 1.16091136311918, 1.01011953369149, 1.0678937849938))",4.098180100566146,6021.065053,TRUE,33.90525025
KEN,Kenya,Africa,73.2775,"list(c(40.98105, 41.855083092644, 41.1718, 40.76848, 39.85494, 39.5593842587659, 38.89251, 38.67114, 38.43697, 38.120915, 36.8550932380081, 36.1590786328557, 35.8174476623535, 35.8174476623535, 35.298007118233, 34.6201962678539, 34.005, 34.47913, 34.59607, 35.03599, 34.6721, 34.18, 33.893568969667, 33.9037111971045, 34.07262, 37.69869, 37.7669, 39.20222, 39.60489, 39.80006, 40.12119, 40.26304, 40.63785, 40.88477, 41.58513, 40.993, 40.98105, 2.78452, 3.91891192048373, 3.91909, 4.25702, 3.83879, 3.42206, 
3.50074, 3.61607, 3.58851, 3.598605, 4.44786412767277, 4.44786412767277, 4.77696566346189, 5.3382320827908, 5.506, 4.84712274208199, 4.24988494736205, 3.5556, 3.05374, 1.90584, 1.17694, 0.515, 0.109813537861896, -0.95, -1.05982, -3.09699, -3.67712, -4.67677, -4.34653, -3.68116, -3.27768, -2.57309, -2.49979, -2.08255, -1.68325, -0.85829, 2.78452))",0.3687679659786939,31568.64303125,FALSE,17462.68271
LBR,Liberia,Africa,90.91125,"list(c(-7.63536821128403, -7.53971513511176, -7.57015255373169, -7.99369259279588, -8.31134762209402, -8.60288021486862, -8.38545162600057, -8.48544552248535, -8.4392984684487, -8.72212358238213, -8.926064622422, -9.20878638349085, -9.40334815106975, -9.33727983238458, -9.75534216962584, -10.0165665348613, -10.2300935530913, -10.6955948551765, -11.1467042708684, -11.1998018050483, -11.4387794661821, -10.7653838769866, -9.91342037600668, -9.00479366701867, -7.97410722495725, -7.71215938966975, -7.63536821128403, 
5.18815908448946, 5.31334524171652, 5.7073521997259, 6.12618968345154, 6.19303314862109, 6.46756419517166, 6.91180064536874, 7.39520783124307, 7.68604279218174, 7.71167430259851, 7.30903738039637, 7.31392080324795, 7.52690521893891, 7.92853445071135, 8.54105520266693, 8.42850393313523, 8.40620555260129, 7.93946401614109, 7.39670644777954, 7.10584564862474, 6.78591685630575, 6.14071076092556, 5.59356069581921, 4.8324185245922, 4.35575511313196, 4.36456594483772, 5.18815908448946))",0.24767687303222838,335.321547375,FALSE,289.307447125
LBY,Libya,Africa,2.77625,"list(c(15.8608500000001, 19.8492600000001, 23.8376600000001, 23.8500000000001, 25.0000000000001, 25.0000000000001, 25.0000000000001, 25.0000000000001, 24.70007, 24.9576200000001, 24.80287, 25.1648200000001, 24.9211399999999, 23.9275, 23.6091300000001, 23.2368, 22.8957600000001, 21.54298, 20.8545200000001, 20.1339699999999, 19.8203300000001, 20.05335, 19.5740400000001, 19.08641, 18.02109, 16.61162, 15.7139399999999, 15.24563, 13.91868, 13.0832600000001, 12.66331, 11.488787469131, 11.4322534522038, 
10.9447896663945, 10.6369014827995, 9.9502250505052, 10.0565751481617, 9.97001712407297, 9.48213992680542, 9.80563439295236, 9.85999799972348, 9.68388471847288, 9.75612837081679, 9.62905602381108, 9.71628584151967, 9.31941084151822, 9.91069257980177, 9.94826134607803, 10.3038468766785, 10.771363559623, 11.560669386449, 11.9995056494717, 13.5814245947905, 14.1438708838552, 14.8513, 15.8608500000001, 23.4097199999998, 21.4950899999999, 19.58047, 20, 20.00304, 21.9999999999999, 25.6824999963608, 29.2386545295334, 
30.0441899999999, 30.6616, 31.0892899999999, 31.56915, 31.8993599999999, 32.01667, 32.1872599999999, 32.19149, 32.6385799999999, 32.8432, 32.7067999999999, 32.2381999999999, 31.7517900000001, 30.9857599999999, 30.5258199999999, 30.2663899999999, 30.7635699999999, 31.1821799999999, 31.3762599999999, 32.26508, 32.71196, 32.87882, 32.79278, 33.1369957545232, 32.3689031031528, 32.0818146835553, 31.7614208033456, 31.3760696477452, 30.9618313664934, 30.5393248560753, 30.3075560572461, 29.4246383733233, 
28.9599897323709, 28.1441738957792, 27.688258571884, 27.1409534774809, 26.5122063257855, 26.0943248560573, 25.3654546167966, 24.9369536402325, 24.3793132593708, 24.5625320500616, 24.0979092473255, 23.4716684025963, 23.0405060897691, 22.491288967371, 22.86295, 23.4097199999998))",8.8161741441156,41366.377595,TRUE,1812.848002375
LSO,Lesotho,Africa,42.0375,"list(c(28.5417000668555, 28.0743384132078, 27.5325110206275, 26.9992619158076, 27.7493970069565, 28.1072046241454, 28.2910693702399, 28.8483996925077, 29.018415154748, 29.3251664568326, 28.9782625668573, 28.5417000668555, -28.6475017229374, -28.8514686011934, -29.2427108700752, -29.8759538713799, -30.6451058896121, -30.5457321103148, -30.2262167294542, -30.0700505510681, -29.7437655575772, -29.2573869768461, -28.9555966122616, -28.6475017229374))",1.0982183332105597,1025.3483611249999,TRUE,565.077016
MAR,Morocco,Africa,10.9825,"list(c(-5.92999426921983, -6.24434200685141, -6.91254411460136, -7.65417843263822, -8.65747636558504, -9.30069291832183, -9.43479326011937, -9.81471839032918, -9.56481116376563, -10.3995922510086, -10.9009569971044, -11.6889192366908, -12.6188366357831, -13.1216133699147, -13.1399417790143, -13.7738048975065, -14.4399399479648, -14.8009256657397, -14.8246451481617, -15.0893318343607, -15.4260037907422, -15.9826106429581, -16.3264139469959, -16.2619217594957, -16.5891369287676, -16.9732478499932, 
-17.0204284326758, -17.0029617985611, -14.7509545557134, -14.6308326888509, -14.2211677718572, -13.891110398809, -12.5009626937254, -12.0307588363017, -11.7182197738003, -11.392554897497, -10.5512625797853, -10.1894242008775, -9.73534339032875, -9.41303748212451, -8.79488399904903, -8.81782833498665, -8.81780900794053, -8.66558956545484, -8.67411617678283, -7.0592276676619, -6.06063229005375, -5.24212927898279, -4.85964616537444, -3.69044104655467, -3.64749793132015, -3.06898027181265, -2.61660478352957, 
-1.30789913573787, -1.12455115396619, -1.3880492822226, -1.73345455566141, -1.79298580566166, -2.16991370279862, -2.60430579264411, -3.64005652507001, -4.59100623210514, -5.19386349122203, -5.92999426921983, 35.759988104794, 35.1458653834375, 34.1104763860374, 33.6970649277025, 33.2402452662424, 32.5646792668906, 32.0380964218364, 31.177735500609, 29.9335737167497, 29.0985859237776, 28.8321422388808, 28.1486439071725, 28.0381855331485, 27.6541476717197, 27.6401478134203, 26.6188923202521, 26.2544184432975, 
25.6362649602221, 25.1035326197251, 24.5202607284468, 24.3591336125609, 23.723358466074, 23.0177684595607, 22.6793395044811, 22.15823436125, 21.8857445337748, 21.4223102889815, 21.4207341577966, 21.5006000839037, 21.8609398462747, 22.3101630721882, 23.6910090194592, 24.770116278578, 26.030866197203, 26.1040917017606, 26.8834239771542, 26.9908076034567, 26.8609447291073, 26.8609447291073, 27.0884760604884, 27.1206963160224, 27.6564258895923, 27.6564258895923, 27.6564258895923, 28.8412889673965, 29.5792284205245, 
29.7316997340017, 30.0004430201355, 30.5011876490438, 30.8969516057511, 31.6372940129807, 31.7244979924732, 32.0943462183861, 32.262888902306, 32.6515215113571, 32.8640150009413, 33.9197128362321, 34.5279186060913, 35.1683963079167, 35.1790933294011, 35.399855048152, 35.3307119817456, 35.7551821965908, 35.759988104794))",1.7668701620781475,11568.05226,TRUE,8687.1042835
MDG,Madagascar,Africa,82.56625,"list(c(49.1946513201933, 48.863508742067, 48.8450602557388, 48.2938277524814, 47.8690474790422, 48.0052148781313, 47.7051298358124, 46.8821826515643, 46.3122432798172, 45.8729936053363, 45.502731967965, 44.9449365578065, 44.4465173683514, 44.3124687029863, 43.9630843442609, 44.0429761085842, 44.2324219093662, 44.4643974139244, 44.3743253924397, 43.8963700701721, 43.8936828956929, 43.4332975604046, 43.254187046081, 43.3456543312376, 43.6977775408745, 43.7637683449112, 44.0397204933498, 44.8335738462176, 
45.4095076841105, 46.2824776548171, 47.0957613462266, 47.5477234230513, 47.9307491391987, 48.548540887248, 49.041792433474, 49.4356185239703, 49.4986120949341, 49.7745642433727, 49.8633443540502, 49.6726066424609, 49.8606055031387, 50.2002746925932, 50.377111443896, 50.4765368996256, 50.2174312681141, 50.0565108579572, 49.8089807472791, 49.5435189145958, 49.1946513201933, -12.040556735892, -12.4878679338104, -13.0891748999587, -13.7840678849875, -13.6638685034766, -14.0912325985304, -14.5943026668917, 
-15.2101823869463, -15.7800184058288, -15.7934542782247, -15.9743734676785, -16.1793738745804, -16.2162191708045, -16.8504957007549, -17.4099447567467, -18.3313872209431, -18.9619947242008, -19.435454196859, -20.0723662248563, -20.8304594865781, -21.16330738697, -21.3364751115801, -22.057413018484, -22.7769039852837, -23.5741163062504, -24.4606771786498, -24.9883452287821, -25.3461011695388, -25.6014344214929, -25.178462823184, -24.9416297339903, -23.7819589169284, -22.3915011532509, -20.496888116134, 
-19.1187810197744, -17.9530640601343, -17.1060356584382, -16.8750420060935, -16.4510368791387, -15.7102035458025, -15.4142526180669, -16.0002633602567, -15.7060694312191, -15.2265121395505, -14.7587887508768, -13.555761407122, -12.8952849259996, -12.4698328589405, -12.040556735892))",0.12795500269483637,16742.177755,FALSE,7879.580894625
MLI,Mali,Africa,75.61625000000001,"list(c(-12.1248874577213, -11.9277160303116, -11.5533977930054, -11.4678991357785, -11.5139428369506, -11.4561685856483, -11.2975736149445, -11.0365559554383, -10.8708296370782, -10.5932238428063, -10.1652137923488, -9.89099280439202, -9.56791174970321, -9.32761633954601, -9.12747351727959, -8.90526485842453, -8.78609900555947, -8.37630489748492, -8.58130530438678, -8.62032101076713, -8.40731075686003, -8.28235714357828, -8.33537716310974, -8.02994361004862, -7.89958980959238, -7.62275916180481, 
-6.85050655763506, -6.66646094402755, -6.49396501303727, -6.20522294760643, -6.05045203289227, -5.81692623536529, -5.40434159994698, -5.47056494792901, -5.19784257650865, -5.22094194174312, -4.4271661035238, -4.28040503581488, -4.00639075358723, -3.52280270019986, -3.10370683431276, -2.96769446452058, -2.19182451009039, -2.00103512206877, -1.06636349120566, -0.515854458000348, -0.26625729003058, 0.374892205414682, 1.01578331869851, 1.38552819174686, 2.74999270998148, 3.63825890464648, 3.72342166506348, 
4.2702099951438, 4.26741946780004, 3.15813317222271, 3.1466610042539, 2.68358849448643, 2.06099083823392, 1.82322757325903, -1.55005489745761, -4.92333736817423, -6.45378658693034, -5.97112870932425, -5.48852250815044, -5.31527726889193, -5.53774430990845, -9.55023840985939, -9.70025509280271, -10.0868464827782, -10.6507913883794, -11.3490950179395, -11.6660782536179, -11.8342075260795, -12.1707502913803, -12.1248874577213, 13.9947274845898, 13.4220751001474, 13.1412136906411, 12.754518947801, 12.4429875757294, 
12.0768342147253, 12.0779710962358, 12.2112446151165, 12.1778874780721, 11.923975328006, 11.8440835636827, 12.060478623905, 12.1942430688925, 12.3342862004034, 12.3080604110153, 12.0883580591264, 11.8125609399847, 11.3936459416106, 11.1362456323648, 10.8108908146552, 10.9092569035228, 10.7925973576238, 10.4948119165419, 10.2065349390017, 10.2973821069708, 10.1472362329468, 10.1389938419962, 10.4308106551484, 10.4113028019583, 10.5240607772191, 10.0963607853554, 10.2225546330122, 10.3707368026091, 
10.951269842976, 11.3751457788501, 11.7138589543072, 12.5426455754043, 13.2284435083497, 13.4724854598481, 13.3376616479986, 13.5412667912286, 13.7981503361515, 14.2464175480673, 14.5590082870009, 14.9738150090077, 15.1161577417557, 14.9243089868721, 14.9289081893461, 14.9681822778879, 15.3235611027591, 15.4095248478767, 15.5681198185804, 16.1842837590126, 16.8522274846012, 19.1552652043369, 19.05736420336, 19.6935785995213, 19.85623017016, 20.1422333846794, 20.6108094344859, 22.7926659204972, 24.9745740829408, 
24.9565906845033, 20.6408334416475, 16.3251020370079, 16.2018537459918, 15.5016897648692, 15.4864968937754, 15.2641073674073, 15.3304857446862, 15.1327458765214, 15.4112560083584, 15.3882083195563, 14.7990969914289, 14.6168342147355, 13.9947274845898))",0.17983406172536162,19410.169586250002,FALSE,12402.847132500001
